dialogue id,sentence_id,sentences,função_1,função_2,função_3,to_review,função_CONSENSO,justificativa,CASOS DE DUVIDA
DOC000007,SENT006,Battisti foi detido em a semana passada acusado de evasão de divisas a o tentar atravessar a fronteira com a Bolívia portando dólares e euros em o valor equivalente a pouco mais de R$ 23 mil .,inform,inform,inform,,,,
DOC000007,SENT008,Ele chegou a São Paulo em o sábado ( 7 ) .,inform,inform,inform,,,,
DOC000007,SENT009,"A entrevista a a emissora foi gravada em Cananeia ( SP ) , cidade onde Battisti está morando .",inform,inform,inform,,,,
DOC000007,SENT011,"O país onde estou protegido é aqui , afirmou ele , negando que tivesse a intenção de fugir de o país .",disconfirm,inform,inform,,,,
DOC000007,SENT012,""" Não é verdade o que se fala , que eu não tinha o direito de sair de o país . """,disconfirm,disconfirm,disconfirm,,,,
DOC000007,SENT013,"A defesa de o italiano já vinha afirmando que não há impedimento para que ele , em a condição de refugiado , realize viagem , mesmo que seja para o exterior .",inform,inform,inform,,,,
DOC000007,SENT014,"Segundo os advogados , sua situação jurídica em o Brasil está plenamente legalizada há quase dez anos .",inform,inform,inform,,,,
DOC000007,SENT015,""" Eu tenho todo o direito de cidadão brasileiro "" , disse Battisti a a TV .",inform,inform,inform,,,,
DOC000007,SENT016,O decreto de o Lula não pode ser revogado .,inform,inform,inform,,,,
DOC000007,SENT017,Depois de cinco anos acabou o prazo .,inform,inform,inform,,,,
DOC000007,SENT018,"Battisti fugiu de a Itália e , em 2004 , veio para o Brasil .",inform,inform,inform,,,,
DOC000007,SENT020,"Antes de a prisão em a semana passada , o Ministério de a Justiça já havia encaminhado a o presidente Michel Temer um parecer em o qual tratava sobre a extradição de Battisti .",inform,inform,inform,,,,
DOC000007,SENT021,Agora a Subchefia para Assuntos Jurídicos ( SAJ ) de o Planalto está elaborando uma avaliação que deve ficar pronta em a quarta-feira ( 11 ) .,inform,inform,inform,,,,
DOC000007,SENT022,"A partir de aí , cabe a Temer tomar uma decisão sobre o caso .",inform,inform,inform,,,,
DOC000007,SENT023,"A expectativa é que ele delibere sobre isso logo após a entrega de a análise jurídica , mas oficialmente não há prazo .",inform,inform,inform,,,,
DOC000007,SENT024,"A pasta de a Justiça enviou em a sexta-feira ( 6 ) um parecer próprio a o Planalto , em que afirmava não haver nenhum obstáculo jurídico que impeça a extradição .",inform,inform,inform,,,,
DOC000007,SENT025,É a partir de esse texto que o documento de a SAJ deve ser redigido .,inform,inform,inform,,,,
DOC000007,SENT030,"Posso sair de o Brasil quando e como quiser , diz Cesare Battisti .",inform,inform,inform,,,,
DOC000008,SENT001,"Por a primeira vez desde que assumiu o comando de a seleção brasileira há quase 16 meses , o técnico Tite afirmou que já pensou em continuar em o cargo após a Copa .",inform,inform,inform,,,,
DOC000008,SENT002,Ele assumiu o posto em junho de 2016 após a demissão de Dunga .,inform,inform,inform,,,,
DOC000008,SENT004,O treinador ainda coleciona mais duas vitórias e uma derrota em jogos amistosos .,inform,inform,inform,,,,
DOC000008,SENT005,"Pensar eu pensei [ seguir após Mundial ] , mas ainda é utopia , temos que crescer muito a mentalidade para esse tipo de coisa acontecer .",inform,confirm,agreement,2,confirm,Pensar eu pensei,
DOC000008,SENT006,"Temos que evoluir como técnicos , como dirigentes e como formadores de opinião .",inform,inform,agreement,,,,
DOC000008,SENT007,"Eu cobiço o que a Alemanha tem , que consegue deixar tanto tempo um treinador para trabalhar , afirmou Tite .",inform,inform,inform,,,,
DOC000008,SENT009,Uma vitória de a seleção brasileira pode ajudar a Argentina a se classificar sem a repescagem a o Mundial .,inform,inform,inform,,,,
DOC000008,SENT010,O time dirigido por Sampaoli enfrenta o eliminado Equador em Quito .,inform,inform,inform,,,,
DOC000008,SENT011,"Atualmente , o Chile ocupa a terceira posição com 26 pontos .",inform,inform,inform,,,,
DOC000008,SENT012,Já a Argentina está em a sexta posição com 25 pontos .,inform,inform,inform,,,,
DOC000008,SENT013,"Entre os dois times estão Colômbia , quarta colocada ( 26 pontos ) , e o Peru , quinto colocado ( 25 pontos ) .",inform,inform,inform,,,,
DOC000008,SENT014,"Vamos fazer o que é mais importante para nós , para a dignidade de um povo , da imprensa .",inform,inform,promise,,,,
DOC000008,SENT015,"Não é nada de extraordinário , que é fazer o melhor .",inform,inform,inform,,,,
DOC000008,SENT016,"Os outros vão colher o fruto de o trabalho que fizeram , disse o treinador .",inform,inform,inform,,,,
DOC000008,SENT017,A classificação será determinada com o trabalho feito em os 18 jogos .,inform,inform,inform,,,,
DOC000008,SENT018,"Não será merecimento por apenas um jogo e sim por a sequência , completou .",inform,inform,inform,,,,
DOC000008,SENT019,Tite fará apenas duas mudanças em relação a o time que empatou com a Bolívia .,inform,inform,inform,,,,
DOC000008,SENT020,"O goleiro Ederson , que terá a primeira oportunidade como titular , entra em o lugar de Alisson , enquanto Marquinhos ocupa a vaga de Thiago Silva .",inform,inform,inform,,,,
DOC000008,SENT021,"Em a lateral esquerda , Alex Sandro será mantido .",inform,inform,inform,,,,
DOC000008,SENT022,Não posso desestruturar a equipe em demasia .,inform,inform,inform,,,,
DOC000008,SENT024,"Se mexer demais , perde a organização , a coordenação e a preparação para o Mundial .",inform,inform,inform,,,,
DOC000008,SENT025,"Quando começa a mexer nos três setores , essa oportunidade se perde em função da falta de estrutura .",inform,inform,inform,,,,
DOC000008,SENT026,Por isso que tomei o cuidado de não mexer excessivamente .,inform,confirm,confirm,,,,
DOC000008,SENT027,"Porque aí você vira "" Professor Pardal "" , completou .",inform,inform,disagreement,,,,
DOC000008,SENT028,Tite diz querer seguir em a seleção após o Mundial de a Rússia .,inform,inform,inform,,,,
DOC000010,SENT001,O aplicativo de mensagens instantâneas WhatsApp disponibilizou para download sua versão para negócios anunciada em setembro .,inform,inform,inform,,,,
DOC000010,SENT002,"Em fase de testes , o serviço está sendo usado por algumas empresas selecionadas por meio de um pré-cadastro no site da empresa .",inform,inform,inform,,,,
DOC000010,SENT004,Também é possível estabelecer horários específicos em que o Whatsapp estará ativo e definir uma resposta automática para os clientes .,inform,inform,inform,,,,
DOC000010,SENT005,"A ideia é separar os perfis pessoais de os corporativos , que hoje funcionam de maneira "" bastante rudimentar "" , como definiu a empresa quando comunicou sobre o lançamento de o novo serviço .",inform,inform,inform,,,,
DOC000010,SENT008,Executivos da companhia já haviam afirmado que o lançamento de um serviço para empresas fazia parte da estratégia para monetizar o aplicativo .,inform,inform,inform,,,,
DOC000010,SENT010,"Em julho , o aplicativo , lançado em 2009 e adquirido por US$ 19 milhões pelo Facebook em 2014 , comemorou a marca de um bilhão de usuários ativos por dia .",inform,inform,inform,,,,
DOC000010,SENT011,"Pouco mais de 10 % de esse total , 120 milhões , estão em o Brasil .",inform,inform,inform,,,,
DOC000010,SENT012,"Em teste , WhatsApp Business permite que empresas façam cadastro com fixo .",inform,inform,inform,,,,
DOC000011,SENT001,"A procuradora-geral da República , Raquel Dodge , defendeu a manutenção das prisões de Joesley Batista e Ricardo Saud , executivos da JBS .",inform,inform,inform,,,,
DOC000011,SENT002,"Em dois documentos enviados na noite de sexta-feira ( 6 ) ao STF ( Supremo Tribunal Federal ) , Dodge afirma que há risco de que eles fujam ou atrapalhem as investigações .",inform,inform,inform,,,,
DOC000011,SENT003,Ela aponta também a possibilidade de que eles voltem a cometer crimes .,inform,inform,inform,,,,
DOC000011,SENT004,"Em 14 de setembro , o ministro Edson Fachin , relator do caso JBS no Supremo , converteu a prisão de Batista e de Saud de temporária ( 5 dias ) para preventiva , sem prazo definido .",inform,inform,inform,,,,
DOC000011,SENT005,"Para Dodge , a liberdade de Joesley e Saud oferece risco a as investigações , pois eles são suspeitos de ocultar fatos e de sonegar provas que comprometem outras pessoas .",inform,inform,inform,,,,
DOC000011,SENT009,Dodge destaca que os executivos têm dinheiro para fugir de o país .,inform,inform,inform,,,,
DOC000011,SENT010,"No caso de Saud , ela ressalta que ele possui cidadania paraguaia e que não havia contado aos procuradores que tem uma conta bancária no Paraguai .",inform,inform,inform,,,,
DOC000011,SENT011,"Ela destaca que as decisões pelas prisões preventivas foram feitas de maneira correta , uma vez que seu antecessor , Rodrigo Janot , rescindiu os acordos de delação de Batista e Saud .",inform,inform,inform,,,,
DOC000011,SENT012,"Tanto para Janot como para Dodge , houve descumprimento de uma cláusula do acordo de delação que trata de omissão de má-fé , o que justificou rever os benefícios .",inform,inform,inform,,,,
DOC000011,SENT014,O áudio foi entregue por os delatores a a PGR em o dia 31 de agosto .,inform,inform,inform,,,,
DOC000011,SENT015,Dodge diz que em nenhum momento os delatores contaram ter sido instruídos por Miller durante as negociações do acordo .,inform,inform,inform,,,,
DOC000011,SENT016,Ela também destaca que possivelmente os delatores não tinham a intenção de entregar um áudio de uma conversa gravada acidentalmente e que embasou a prisão .,inform,inform,inform,,,,
DOC000011,SENT017,""" Até o momento , os indícios sugerem que a omissão de estes fatos foi intencional , premeditada e de má-fé "" , diz Dodge .",inform,inform,inform,,,,
DOC000011,SENT019,"Ela diz ainda que o acordo de colaboração premiada firmado com o Ministério Público Federal "" não pode ser utilizado para blindar o colaborador de forma absoluta da aplicação da lei "" .",inform,inform,inform,,,,
DOC000011,SENT022,"Dodge defende manter Joesley e Saud , de a JBS , presos preventivamente .",inform,inform,inform,,,,
DOC000013,SENT001,"O presidente do Banco Nacional de Desenvolvimento Econômico e Social ( BNDES ) , Paulo Rabello de Castro , negou nesta segunda-feira que tenha havido irregularidades nos empréstimos concedidos pela instituição ao grupo JBS .",inform,inform,inform,,,,
DOC000013,SENT002,"O executivo disse que o banco tem mecanismos de monitoramento , mas não pode ser "" babá de empresário "" .",inform,inform,inform,,,,
DOC000013,SENT003,""" Aqui com certeza não houve irregularidades ; mas o tomador tem que ter responsabilidade de usar condizentemente os recursos "" , afirmou Rabello de Castro a jornalistas .",inform,inform,inform,,,,
DOC000013,SENT004,"As afirmações acontecem após reportagens da mídia local nos últimos dias terem afirmado que a JBS , que está no centro de um escândalo de corrupção , usou parte dos recursos tomados com o BNDES para fins distintos do previsto .",inform,inform,inform,,,,
DOC000013,SENT005,"Acho que esse dinheiro foi usado efetivamente no negócio , mas à medida que os recursos eram investidos iam caindo como um caminhão deixando grãos de soja caindo pelo caminho .",inform,agreement,inform,,,,
DOC000013,SENT006,"Não é o BNDES que vai correr atrás de o caminhão , adicionou .",inform,inform,inform,,,,
DOC000013,SENT008,"Após a operação Bullish , da Polícia Federal , apontar supostos favorecimentos no repasse de recursos à JBS , o banco montou uma comissão interna sobre o assunto , mas não encontrou desvios cometidos por funcionários .",inform,inform,inform,,,,
DOC000013,SENT009,O banco vem sendo cobrado pela União a devolver gradualmente os mais de 500 bilhões de reais emprestados nos últimos anos .,inform,inform,inform,,,,
DOC000013,SENT010,"Em setembro , o BNDES devolveu 33 bilhões e outros 17 bilhões serão devolvidos até o fim do ano .",inform,inform,inform,,,,
DOC000013,SENT012,"Até 2007 , a fonte principal era o FAT , seguida por empréstimos internacionais de órgãos multilaterais e captações domésticas .",inform,inform,inform,,,,
DOC000013,SENT013,""" Vamos voltar o FAT como nossa principal fonte , talvez com sistema de remuneração diferente atualizado "" , disse o executivo .",inform,inform,inform,,,,
DOC000013,SENT014,"Mas o BNDES deve voltar a buscar captações de recursos de organismos multilaterais como KFW , o banco dos Brics , o China Development Bank e Agência Francesa de Desenvolvimento .",inform,inform,inform,,,,
DOC000013,SENT015,"Em novembro , Rabello de Castro visitará agências de rating nos EUA para tentar obter uma classificação melhor do que a do soberano para o banco .",inform,inform,inform,,,,
DOC000013,SENT016,""" Nosso rating é por o menos 3 pontos percentuais acima de o rating soberano , para ser discreto "" , disse .",inform,inform,inform,,,,
DOC000013,SENT017,"Sobre sua filiação ao PSC , Rabello de Castro não descartou uma candidatura presidencial em 2018 , mas disse que uma decisão ainda não foi tomada .",inform,inform,inform,,,,
DOC000013,SENT018,BNDES descarta irregularidades em os empréstimos para JBS .,inform,inform,inform,,,,
DOC000014,SENT001,"O presidente-executivo de a Apple , Tim Cook , destacou em esta segunda-feira ( 9 ) o papel de uma pequena empresa francesa por trás de recursos inovadores em os mais recentes iPhones , antes de uma reunião com o presidente Emmanuel Macron , que tem defendido maior rigor em os impostos sobre empresas de tecnologia .",inform,inform,inform,,,,
DOC000014,SENT004,""" Parabéns por seu trabalho ! "" , disse Cook em sua conta oficial no Twitter , em francês .",congratulations,inform,inform,,,,
DOC000014,SENT005,Uma foto de ele conversando com funcionários de a Eldim também foi publicada .,inform,inform,inform,,,,
DOC000014,SENT006,"Cook depois se reuniu com Macro , que tem defendido que a Apple e outras companhias de tecnologia , como a Amazon.com , paguem mais impostos em a Europa .",inform,inform,inform,,,,
DOC000014,SENT008,Um representante de a presidência francesa disse que Macron e Cook não debateram sobre o passado e descreveram as conversas sobre regulamentação de plataformas e de políticas tributárias como construtivas e promissoras .,inform,inform,inform,,,,
DOC000014,SENT009,"Questionado se haviam discutido a proposta francesa de cobrar impostos sobre a receita de grandes companhias de tecnologia , e não sobre o lucro , o assessor de Macron disse que "" eles não discutiram questões específicas . """,inform,inform,inform,,,,
DOC000014,SENT010,Apple cita fornecedor francês antes de discutir impostos com Macron .,inform,inform,inform,,,,
DOC000015,SENT001,"Volkswagen projeta um crescimento de 40 % no Brasil nos próximos quatro anos , afirma Pablo Di Si , novo presidente da montadora , anunciado nesta segunda-feira ( 9 ) .",inform,inform,inform,,,,
DOC000015,SENT003,Observamos um descolamento de a política e de a economia em o país .,inform,inform,inform,,,,
DOC000015,SENT005,""" Precisamos melhorar a competitividade para exportar também a novos mercados emergentes , como Turquia , Egito , Chile . """,inform,inform,inform,,,,
DOC000015,SENT006,A empresa prevê 20 lançamentos até 2020 em o Brasil .,inform,inform,inform,,,,
DOC000015,SENT007,"O primeiro de eles , o novo Polo , já foi colocado em o mercado , e o segundo , o sedã Virtus , será lançado em janeiro de 2018 .",inform,inform,inform,,,,
DOC000015,SENT008,"Outros produtos serão anunciados em o próximo ano , afirma ele , que não deu mais detalhes .",inform,inform,inform,,,,
DOC000015,SENT009,"Grande parte do investimento de R$ 7 bilhões previsto até 2020 será destinado à melhoria de produção e aos fornecedores , segundo Di Si .",inform,inform,inform,,,,
DOC000015,SENT010,A cadeia também passou por uma retração .,inform,inform,inform,,,,
DOC000015,SENT011,Um de os maiores perigos é que o fornecimento não acompanhe a retomada .,inform,inform,inform,,,,
DOC000015,SENT012,"Em relação a o fim de o Inovar-Auto e uma possibilidade de aumento de as importações de componentes , Di Si afirma que é preciso que os fornecedores locais tenham mais competitividade .",inform,inform,inform,,,,
DOC000015,SENT013,"Rota 2030 também ajudará a desenvolver o restante de a indústria , diz .",inform,inform,inform,,,,
DOC000015,SENT014,A nova gestão também planeja modernizar a distribuição .,inform,inform,inform,,,,
DOC000015,SENT015,"Hoje , são 530 as concessionárias de a Volkswagen .",inform,inform,inform,,,,
DOC000015,SENT016,É preciso ter uma forma menos burocrática e mais rápida de se relacionar com os clientes .,suggest,inform,instruct,2,suggest,linguagem mais branda,
DOC000015,SENT017,O objetivo é aumentar as vendas para sonhar em assumir a liderança .,inform,inform,inform,,,,
DOC000015,SENT018,"A empresa é hoje líder em exportações , mas está em a terceira posição em vendas em o mercado nacional , com 12 % de participação .",inform,inform,inform,,,,
DOC000015,SENT019,"General Motors lidera ( 18,2 % ) , seguida por a Fiat ( 13 % ) .",inform,inform,inform,,,,
DOC000015,SENT020,Outro plano em estudo por a montadora é iniciar a importação de veículos elétricos para o Brasil em 2018 .,inform,inform,inform,,,,
DOC000015,SENT021,"Antes , porém , é preciso ter certeza que haverá estações de carregamento elétrico , e em quais Estados .",suggest,inform,inform,,,,
DOC000015,SENT023,"Depois de isso , é preciso capacitar a rede de concessionárias .",suggest,inform,inform,,,,
DOC000015,SENT025,"Bolsa se valorizou 77 % nos últimos seis meses , o risco Brasil caiu , o real está estável e as taxas de juros à metade do que eram .",inform,inform,inform,,,,
DOC000015,SENT026,"De outubro a dezembro , estamos esperando um aumento de 25 % em as vendas , afirmou o executivo .",inform,inform,inform,,,,
DOC000015,SENT027,"Volkswagen terá crescimento de 10% a o ano , diz novo presidente .",promise,inform,inform,,,,
DOC000017,SENT002,"Em a mesma decisão , o magistrado renovou a prisão temporária de Leonardo Gryner .",inform,inform,inform,,,,
DOC000017,SENT003,Bretas entendeu que ambos ainda podem interferir nas investigações sobre a suposta compra de votos na eleição do COI ( Comitê Olímpico Internacional ) que escolheu o Rio como sede da Olimpíada de 2016 .,inform,inform,inform,,,,
DOC000017,SENT005,"O investigado ocupa a presidência do COB há mais de 20 anos , exercendo grande poder e influência sobre seus integrantes , provavelmente , a maioria lá colocada por ele .",inform,agreement,inform,,,,
DOC000017,SENT007,"Embora o e-mail indique emissão de nota fiscal para o serviço e aprovação para o pagamento , a assessoria do Comitê Rio-16 afirma que o pagamento não foi feito .",inform,inform,inform,,,,
DOC000017,SENT008,"Segundo o órgão , houve veto de o Conselho Diretor , que determinou o cancelamento de a nota fiscal .",inform,inform,inform,,,,
DOC000017,SENT010,A prisão encerrou as negociações de o COI para ajudar em a quitação de os débitos .,inform,inform,inform,,,,
DOC000017,SENT011,"Gryner teve a prisão temporária renovada porque a Polícia Federal ainda não conseguiu acessar o e-mail da ex-secretária de Nuzman , Maria Celeste , para quem o senegalês Papa Massata Diack enviou mensagens cobrando a suposta propina .",inform,inform,inform,,,,
DOC000017,SENT012,"O magistrado entendeu que até a disponibilização de essas mensagens , há risco a a investigação .",inform,inform,inform,,,,
DOC000017,SENT013,A defesa de Nuzman não se pronunciou até a publicação de esta nota .,inform,inform,inform,,,,
DOC000017,SENT015,""" Assim , não há como afirmar que ele possui qualquer ingerência sobre as contas de e-mail "" , diz a petição .",inform,inform,inform,,,,
DOC000017,SENT017,"No sábado , o cartola encaminhou a outros integrantes da cúpula uma carta na qual pede seu licenciamento .",inform,inform,inform,,,,
DOC000017,SENT018,"Em tese , ele pode chegar até mesmo a 90 dias .",inform,inform,inform,,,,
DOC000017,SENT019,"Dentro de o próprio COB , porém , acredita se que o ciclo de o cartola já está encerrado .",inform,inform,inform,,,,
DOC000017,SENT020,Ele também se afastou de o Comitê Organizador de os Jogos Olímpicos de o Rio-2016 .,inform,inform,inform,,,,
DOC000017,SENT021,O afastamento vai evoluir para uma renúncia .,inform,inform,inform,,,,
DOC000017,SENT023,Juiz decreta prisão de Nuzman por tempo indeterminado .,inform,inform,inform,,,,
DOC000018,SENT001,"Cansada depois de décadas cuidando de sua lojinha , Irma Rosales sentou se um dia com uma caixa de fotos e recordou o estranho que foi fuzilado em a escola local , 50 anos atrás .",inform,inform,inform,,,,
DOC000018,SENT002,"Seus cabelos eram compridos e sujos , ela disse , e suas roupas , tão encardidas quanto as de um mecânico .",inform,inform,inform,,,,
DOC000018,SENT003,"E ele não disse nada , segundo Irma , quando ela lhe levou uma cumbuca de sopa , pouco antes de serem disparados os tiros que mataram Che Guevara .",inform,inform,inform,,,,
DOC000018,SENT004,"Em esta segunda-feira ( 9 ) se completa meio século desde a execução de Che Guevara , peripatético médico argentino cujo nome de batismo era Ernesto e que liderou combatentes guerrilheiros em países de Cuba a o Congo .",inform,inform,inform,,,,
DOC000018,SENT006,Sua vida impressionante só foi superada por o mito que tomou forma após sua morte .,inform,inform,inform,,,,
DOC000018,SENT008,"Mas os moradores de La Higuera , na Bolívia , que viveram aquele tempo , contam uma história muito menos mítica .",inform,inform,inform,,,,
DOC000018,SENT009,Eles descrevem um episódio breve e sangrento em que um canto esquecido desta paisagem montanhosa se converteu por pouco tempo em um campo de batalha da Guerra Fria .,inform,inform,inform,,,,
DOC000018,SENT010,"Enquanto a América Latina recorda a morte de Guevara , a região passa por um processo maior de cobrança do que foi feito pelos mesmos movimentos de esquerda que buscaram inspiração em sua figura .",inform,inform,inform,,,,
DOC000018,SENT012,"Na Venezuela , o movimento de inspiração socialista encabeçado pelo falecido presidente Hugo Chávez trouxe avanços na educação e saúde , mas o país mergulhou em uma situação de carestia , turbulência e ditadura .",inform,inform,inform,,,,
DOC000018,SENT013,"Mesmo Cuba , que durante anos viveu orgulhosamente sob a bandeira revolucionária hasteada por Che Guevara , hoje enfrenta um futuro incerto , enquanto a "" détente "" alcançada com os Estados Unidos se dissolve sob a administração Trump .",inform,inform,inform,,,,
