dialogue_id,sentence_id,sentences,tokens,pos,pos_id,pseudolabels
DOC000002,SENT001,"Para Oumou Sangaré , cantora e ativista malinesa , o sofrimento de a mulher é universal .","['Para', 'Oumou', 'Sangaré', ',', 'cantora', 'e', 'ativista', 'malinesa', ',', 'o', 'sofrimento', 'de', 'a', 'mulher', 'é', 'universal', '.']","['ADP', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'ADJ', 'PUNCT']","[10, 4, 4, 12, 1, 14, 1, 9, 12, 5, 1, 10, 5, 1, 3, 9, 12]",5
DOC000002,SENT004,""" Eu vi uma mulher que sofria para se defender sozinha e alimentar os filhos e a as vezes isso era muito duro , tinha dias em que ela se retirava em o quarto para chorar "" , recorda .","['""', 'Eu', 'vi', 'uma', 'mulher', 'que', 'sofria', 'para', 'se', 'defender', 'sozinha', 'e', 'alimentar', 'os', 'filhos', 'e', 'a', 'as', 'vezes', 'isso', 'era', 'muito', 'duro', ',', 'tinha', 'dias', 'em', 'que', 'ela', 'se', 'retirava', 'em', 'o', 'quarto', 'para', 'chorar', '""', ',', 'recorda', '.']","['PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'ADJ', 'CCONJ', 'VERB', 'DET', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'PRON', 'AUX', 'ADV', 'ADJ', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'PRON', 'PRON', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'PUNCT', 'PUNCT', 'VERB', 'PUNCT']","[12, 16, 11, 5, 1, 16, 11, 10, 16, 11, 9, 14, 11, 5, 1, 14, 10, 5, 1, 16, 3, 13, 9, 12, 11, 1, 10, 16, 16, 16, 11, 10, 5, 1, 10, 11, 12, 12, 11, 12]",5
DOC000002,SENT005,"Ela conta que o desejo de fazer a mãe feliz a incentivou , inclusive , a abandonar os estudos para se dedicar a a música .","['Ela', 'conta', 'que', 'o', 'desejo', 'de', 'fazer', 'a', 'mãe', 'feliz', 'a', 'incentivou', ',', 'inclusive', ',', 'a', 'abandonar', 'os', 'estudos', 'para', 'se', 'dedicar', 'a', 'a', 'música', '.']","['PRON', 'VERB', 'SCONJ', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADJ', 'PRON', 'VERB', 'PUNCT', 'ADV', 'PUNCT', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","[16, 11, 2, 5, 1, 10, 11, 5, 1, 9, 16, 11, 12, 13, 12, 10, 11, 5, 1, 10, 16, 11, 10, 5, 1, 12]",5
DOC000002,SENT006,"Ainda que seu canto fosse as dores de a matriarca , Sangaré conta ter percebido que as mulheres que a ouviam também se viam decifradas em ele .","['Ainda', 'que', 'seu', 'canto', 'fosse', 'as', 'dores', 'de', 'a', 'matriarca', ',', 'Sangaré', 'conta', 'ter', 'percebido', 'que', 'as', 'mulheres', 'que', 'a', 'ouviam', 'também', 'se', 'viam', 'decifradas', 'em', 'ele', '.']","['ADV', 'SCONJ', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'AUX', 'VERB', 'SCONJ', 'DET', 'NOUN', 'PRON', 'PRON', 'VERB', 'ADV', 'PRON', 'VERB', 'ADJ', 'ADP', 'PRON', 'PUNCT']","[13, 2, 5, 1, 3, 5, 1, 10, 5, 1, 12, 4, 11, 3, 11, 2, 5, 1, 16, 16, 11, 13, 16, 11, 9, 10, 16, 12]",5
DOC000002,SENT008,""" É por isso que decidi ser escrava de todas as mulheres que sofrem . ""","['""', 'É', 'por', 'isso', 'que', 'decidi', 'ser', 'escrava', 'de', 'todas', 'as', 'mulheres', 'que', 'sofrem', '.', '""']","['PUNCT', 'AUX', 'ADP', 'PRON', 'SCONJ', 'VERB', 'AUX', 'NOUN', 'ADP', 'DET', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'PUNCT']","[12, 3, 10, 16, 2, 11, 3, 1, 10, 5, 5, 1, 16, 11, 12, 12]",5
DOC000002,SENT011,Os aspectos que moldaram a história de Sangaré estão impressos em os títulos de seus álbuns .,"['Os', 'aspectos', 'que', 'moldaram', 'a', 'história', 'de', 'Sangaré', 'estão', 'impressos', 'em', 'os', 'títulos', 'de', 'seus', 'álbuns', '.']","['DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'AUX', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[5, 1, 16, 11, 5, 1, 10, 4, 3, 9, 10, 5, 1, 10, 5, 1, 12]",5
DOC000002,SENT014,"Com letras em bambara , um de os diversos idiomas de Mali , Sangaré se consagrou como ícone de o wassoulou , estilo musical derivado de o folclore de uma região homônima de a África Ocidental .","['Com', 'letras', 'em', 'bambara', ',', 'um', 'de', 'os', 'diversos', 'idiomas', 'de', 'Mali', ',', 'Sangaré', 'se', 'consagrou', 'como', 'ícone', 'de', 'o', 'wassoulou', ',', 'estilo', 'musical', 'derivado', 'de', 'o', 'folclore', 'de', 'uma', 'região', 'homônima', 'de', 'a', 'África', 'Ocidental', '.']","['ADP', 'NOUN', 'ADP', 'X', 'PUNCT', 'NUM', 'ADP', 'DET', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'X', 'PUNCT', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","[10, 1, 10, 7, 12, 15, 10, 5, 5, 1, 10, 4, 12, 4, 16, 11, 10, 1, 10, 5, 7, 12, 1, 9, 11, 10, 5, 1, 10, 5, 1, 9, 10, 5, 4, 4, 12]",5
DOC000002,SENT015,"Em o repertório que trouxe para cá , ela mistura o ritmo com batidas eletrônicas e conta que a atualização tinha como intuito atingir novas gerações e público de o mercado global .","['Em', 'o', 'repertório', 'que', 'trouxe', 'para', 'cá', ',', 'ela', 'mistura', 'o', 'ritmo', 'com', 'batidas', 'eletrônicas', 'e', 'conta', 'que', 'a', 'atualização', 'tinha', 'como', 'intuito', 'atingir', 'novas', 'gerações', 'e', 'público', 'de', 'o', 'mercado', 'global', '.']","['ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'ADV', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'SCONJ', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","[10, 5, 1, 16, 11, 10, 13, 12, 16, 11, 5, 1, 10, 1, 9, 14, 11, 2, 5, 1, 11, 10, 1, 11, 9, 1, 14, 1, 10, 5, 1, 9, 12]",5
DOC000002,SENT017,"' Decidi ser escrava de as mulheres que sofrem ' , diz cantora Oumou Sangaré .","[""'"", 'Decidi', 'ser', 'escrava', 'de', 'as', 'mulheres', 'que', 'sofrem', ""'"", ',', 'diz', 'cantora', 'Oumou', 'Sangaré', '.']","['PUNCT', 'VERB', 'AUX', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'PUNCT', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'PUNCT']","[12, 11, 3, 1, 10, 5, 1, 16, 11, 12, 12, 11, 1, 4, 4, 12]",5
DOC000003,SENT001,"Três reportagens de a Folha foram vencedoras de o Prêmio Petrobras de Jornalismo , anunciado em a noite de esta segunda-feira ( 9 ) .","['Três', 'reportagens', 'de', 'a', 'Folha', 'foram', 'vencedoras', 'de', 'o', 'Prêmio', 'Petrobras', 'de', 'Jornalismo', ',', 'anunciado', 'em', 'a', 'noite', 'de', 'esta', 'segunda-feira', '(', '9', ')', '.']","['NUM', 'NOUN', 'ADP', 'DET', 'PROPN', 'AUX', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT']","[15, 1, 10, 5, 4, 3, 1, 10, 5, 4, 4, 10, 4, 12, 11, 10, 5, 1, 10, 5, 1, 12, 15, 12, 12]",5
DOC000003,SENT003,"A vencedora de o Grande Prêmio foi a reportagem "" Terra bruta - Pistolagem , devastação e morte em o coração de o Brasil "" , de o jornal "" O Estado de S. Paulo "" .","['A', 'vencedora', 'de', 'o', 'Grande', 'Prêmio', 'foi', 'a', 'reportagem', '""', 'Terra', 'bruta', '-', 'Pistolagem', ',', 'devastação', 'e', 'morte', 'em', 'o', 'coração', 'de', 'o', 'Brasil', '""', ',', 'de', 'o', 'jornal', '""', 'O', 'Estado', 'de', 'S.', 'Paulo', '""', '.']","['DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'AUX', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'ADJ', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']","[5, 1, 10, 5, 4, 4, 3, 5, 1, 12, 4, 9, 12, 4, 12, 1, 14, 1, 10, 5, 1, 10, 5, 4, 12, 12, 10, 5, 1, 12, 4, 4, 10, 4, 4, 12, 12]",5
DOC000003,SENT004,"Criado em 2013 , o Prêmio Petrobras de Jornalismo está em sua quarta edição .","['Criado', 'em', '2013', ',', 'o', 'Prêmio', 'Petrobras', 'de', 'Jornalismo', 'está', 'em', 'sua', 'quarta', 'edição', '.']","['VERB', 'ADP', 'NUM', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'AUX', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","[11, 10, 15, 12, 5, 4, 4, 10, 4, 3, 10, 5, 9, 1, 12]",5
DOC000003,SENT005,"Ele teve em este ano 11 categorias nacionais e regionais , além de dois prêmios especiais .","['Ele', 'teve', 'em', 'este', 'ano', '11', 'categorias', 'nacionais', 'e', 'regionais', ',', 'além', 'de', 'dois', 'prêmios', 'especiais', '.']","['PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'NUM', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'ADV', 'ADP', 'NUM', 'NOUN', 'ADJ', 'PUNCT']","[16, 11, 10, 5, 1, 15, 1, 9, 14, 9, 12, 13, 10, 15, 1, 9, 12]",5
DOC000003,SENT006,Nenhuma de as categorias é voltada especificamente a as reportagens sobre política .,"['Nenhuma', 'de', 'as', 'categorias', 'é', 'voltada', 'especificamente', 'a', 'as', 'reportagens', 'sobre', 'política', '.']","['PRON', 'ADP', 'DET', 'NOUN', 'AUX', 'ADJ', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[16, 10, 5, 1, 3, 9, 13, 10, 5, 1, 10, 1, 12]",5
DOC000003,SENT007,"Vencedora em a categoria Regional SP-Sul , a série de investigações publicadas por a Folha em outubro de 2015 revelou que a gestão Alckmin havia tornado sigilosas centenas de informações de o transporte público metropolitano .","['Vencedora', 'em', 'a', 'categoria', 'Regional', 'SP-Sul', ',', 'a', 'série', 'de', 'investigações', 'publicadas', 'por', 'a', 'Folha', 'em', 'outubro', 'de', '2015', 'revelou', 'que', 'a', 'gestão', 'Alckmin', 'havia', 'tornado', 'sigilosas', 'centenas', 'de', 'informações', 'de', 'o', 'transporte', 'público', 'metropolitano', '.']","['NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'ADP', 'NOUN', 'ADP', 'NUM', 'VERB', 'SCONJ', 'DET', 'NOUN', 'PROPN', 'AUX', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADJ', 'PUNCT']","[1, 10, 5, 1, 4, 4, 12, 5, 1, 10, 1, 11, 10, 5, 4, 10, 1, 10, 15, 11, 2, 5, 1, 4, 3, 11, 9, 1, 10, 1, 10, 5, 1, 9, 9, 12]",5
DOC000003,SENT008,"O trabalho é de autoria de os repórteres Artur Rodrigues , André Monteiro e Fabricio Lobel .","['O', 'trabalho', 'é', 'de', 'autoria', 'de', 'os', 'repórteres', 'Artur', 'Rodrigues', ',', 'André', 'Monteiro', 'e', 'Fabricio', 'Lobel', '.']","['DET', 'NOUN', 'AUX', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PUNCT']","[5, 1, 3, 10, 1, 10, 5, 1, 4, 4, 12, 4, 4, 14, 4, 4, 12]",5
DOC000003,SENT009,A classificação de as informações impossibilitava a consulta pública de 157 documentos em um prazo de 25 anos .,"['A', 'classificação', 'de', 'as', 'informações', 'impossibilitava', 'a', 'consulta', 'pública', 'de', '157', 'documentos', 'em', 'um', 'prazo', 'de', '25', 'anos', '.']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT']","[5, 1, 10, 5, 1, 11, 5, 1, 9, 10, 15, 1, 10, 5, 1, 10, 15, 1, 12]",5
DOC000003,SENT010,"A população não poderia ter acesso a relatórios que explicassem , por exemplo , os motivos exatos de atrasos em obras de linhas e estações .","['A', 'população', 'não', 'poderia', 'ter', 'acesso', 'a', 'relatórios', 'que', 'explicassem', ',', 'por', 'exemplo', ',', 'os', 'motivos', 'exatos', 'de', 'atrasos', 'em', 'obras', 'de', 'linhas', 'e', 'estações', '.']","['DET', 'NOUN', 'ADV', 'VERB', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']","[5, 1, 13, 11, 11, 1, 10, 1, 16, 11, 12, 10, 1, 12, 5, 1, 9, 10, 1, 10, 1, 10, 1, 14, 1, 12]",5
DOC000003,SENT011,"A A época , como atualmente , todas as linhas em expansão de o Metrô de São Paulo e de a CPTM estavam atrasadas .","['A', 'A', 'época', ',', 'como', 'atualmente', ',', 'todas', 'as', 'linhas', 'em', 'expansão', 'de', 'o', 'Metrô', 'de', 'São', 'Paulo', 'e', 'de', 'a', 'CPTM', 'estavam', 'atrasadas', '.']","['ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'ADV', 'PUNCT', 'DET', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'CCONJ', 'ADP', 'DET', 'PROPN', 'AUX', 'ADJ', 'PUNCT']","[10, 5, 1, 12, 10, 13, 12, 5, 5, 1, 10, 1, 10, 5, 4, 10, 4, 4, 14, 10, 5, 4, 3, 9, 12]",5
DOC000003,SENT012,A reportagem motivou a abertura de uma investigação por o Ministério Público e o pedido de explicações por o Tribunal de Contas de o Estado .,"['A', 'reportagem', 'motivou', 'a', 'abertura', 'de', 'uma', 'investigação', 'por', 'o', 'Ministério', 'Público', 'e', 'o', 'pedido', 'de', 'explicações', 'por', 'o', 'Tribunal', 'de', 'Contas', 'de', 'o', 'Estado', '.']","['DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'ADP', 'DET', 'PROPN', 'PUNCT']","[5, 1, 11, 5, 1, 10, 5, 1, 10, 5, 4, 4, 14, 5, 1, 10, 1, 10, 5, 4, 10, 4, 10, 5, 4, 12]",5
