dialogue_id,sentence_id,sentences,tipo dimensão multi,Dimensão multi,função multi,revisado,tipo dimensão,Dimensão,função,Unnamed: 10,possivel tag,dialogue_id.1,tokens,pos
DOC000005,SENT004,"A primeira parceria é com a Bom Pra Crédito , marketplace em o qual cerca de 500 mil interessados em tomar empréstimo pessoal submetem todo mês pedidos que são distribuídos para cerca de 25 bancos oferecerem propostas .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['A', 'primeira', 'parceria', 'é', 'com', 'a', 'Bom', 'Pra', 'Crédito', ',', 'marketplace', 'em', 'o', 'qual', 'cerca', 'de', '500', 'mil', 'interessados', 'em', 'tomar', 'empréstimo', 'pessoal', 'submetem', 'todo', 'mês', 'pedidos', 'que', 'são', 'distribuídos', 'para', 'cerca', 'de', '25', 'bancos', 'oferecerem', 'propostas', '.']","['DET', 'ADJ', 'NOUN', 'AUX', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'PRON', 'PRON', 'ADV', 'ADP', 'NUM', 'NUM', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADP', 'ADV', 'ADP', 'NUM', 'NOUN', 'VERB', 'NOUN', 'PUNCT']"
DOC000005,SENT005,"Além de esse acordo , já em andamento , negociações estão em curso com outras quatro fintechs especializadas em crédito : Guia Bolso , Lendico , Finanzero e Wecash , previstas para estarem operacionais ainda em 2017 .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['Além', 'de', 'esse', 'acordo', ',', 'já', 'em', 'andamento', ',', 'negociações', 'estão', 'em', 'curso', 'com', 'outras', 'quatro', 'fintechs', 'especializadas', 'em', 'crédito', ':', 'Guia', 'Bolso', ',', 'Lendico', ',', 'Finanzero', 'e', 'Wecash', ',', 'previstas', 'para', 'estarem', 'operacionais', 'ainda', 'em', '2017', '.']","['ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'AUX', 'ADP', 'NOUN', 'ADP', 'DET', 'NUM', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'VERB', 'ADP', 'AUX', 'ADJ', 'ADV', 'ADP', 'NUM', 'PUNCT']"
DOC000005,SENT006,"O movimento marca a primeira aproximação operacional , mesmo que de forma indireta , de grandes bancos com fintechs , que em os últimos dois anos emergiram como potenciais rivais em o crédito pessoal , a o oferecerem taxas de juros muito menores de o que as praticadas em o sistema financeiro .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['O', 'movimento', 'marca', 'a', 'primeira', 'aproximação', 'operacional', ',', 'mesmo', 'que', 'de', 'forma', 'indireta', ',', 'de', 'grandes', 'bancos', 'com', 'fintechs', ',', 'que', 'em', 'os', 'últimos', 'dois', 'anos', 'emergiram', 'como', 'potenciais', 'rivais', 'em', 'o', 'crédito', 'pessoal', ',', 'a', 'o', 'oferecerem', 'taxas', 'de', 'juros', 'muito', 'menores', 'de', 'o', 'que', 'as', 'praticadas', 'em', 'o', 'sistema', 'financeiro', '.']","['DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADJ', 'PUNCT', 'ADV', 'SCONJ', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'ADP', 'DET', 'ADJ', 'NUM', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADJ', 'ADP', 'PRON', 'PRON', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']"
DOC000005,SENT007,"Segundo o presidente de a Bom Pra Crédito , Ricardo Kalichsztein , ser parceiro é melhor .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['Segundo', 'o', 'presidente', 'de', 'a', 'Bom', 'Pra', 'Crédito', ',', 'Ricardo', 'Kalichsztein', ',', 'ser', 'parceiro', 'é', 'melhor', '.']","['ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'AUX', 'NOUN', 'AUX', 'ADJ', 'PUNCT']"
DOC000005,SENT008,"CBSS , em o caso , oferecerá empréstimos pessoais sem garantia com taxas a partir de 3,9 % a o mês .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,offer,DOC000005,"['CBSS', ',', 'em', 'o', 'caso', ',', 'oferecerá', 'empréstimos', 'pessoais', 'sem', 'garantia', 'com', 'taxas', 'a', 'partir', 'de', '3,9', '%', 'a', 'o', 'mês', '.']","['PROPN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'ADP', 'NUM', 'SYM', 'ADP', 'DET', 'NOUN', 'PUNCT']"
DOC000005,SENT009,"A taxa média de o sistema financeiro foi de 7,2 % a o mês , segundo dados de o Banco Central referentes a agosto .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['A', 'taxa', 'média', 'de', 'o', 'sistema', 'financeiro', 'foi', 'de', '7,2', '%', 'a', 'o', 'mês', ',', 'segundo', 'dados', 'de', 'o', 'Banco', 'Central', 'referentes', 'a', 'agosto', '.']","['DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'AUX', 'ADP', 'NUM', 'SYM', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADJ', 'ADP', 'NOUN', 'PUNCT']"
DOC000005,SENT010,A iniciativa acontece em meio a uma audiência pública aberta por o Banco Central para regulamentar a atuação de as plataformas digitais de crédito .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['A', 'iniciativa', 'acontece', 'em', 'meio', 'a', 'uma', 'audiência', 'pública', 'aberta', 'por', 'o', 'Banco', 'Central', 'para', 'regulamentar', 'a', 'atuação', 'de', 'as', 'plataformas', 'digitais', 'de', 'crédito', '.']","['DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT']"
DOC000005,SENT011,"A proposta de o BC é classificar essas fintechs em duas categorias , a que empresta com capital de os próprios acionistas e a que conecta investidores a tomadores de recursos , prática conhecida como peer to peer lending .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,offer,DOC000005,"['A', 'proposta', 'de', 'o', 'BC', 'é', 'classificar', 'essas', 'fintechs', 'em', 'duas', 'categorias', ',', 'a', 'que', 'empresta', 'com', 'capital', 'de', 'os', 'próprios', 'acionistas', 'e', 'a', 'que', 'conecta', 'investidores', 'a', 'tomadores', 'de', 'recursos', ',', 'prática', 'conhecida', 'como', 'peer', 'to', 'peer', 'lending', '.']","['DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'PRON', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'DET', 'NOUN', 'CCONJ', 'PRON', 'PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'ADP', 'X', 'X', 'X', 'X', 'PUNCT']"
DOC000005,SENT013,""" As fintechs começarão a se perguntar se vale a pena virar banco "" , disse Rubens Vidigal Neto , sócio de o PVG Advogados .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,question,DOC000005,"['""', 'As', 'fintechs', 'começarão', 'a', 'se', 'perguntar', 'se', 'vale', 'a', 'pena', 'virar', 'banco', '""', ',', 'disse', 'Rubens', 'Vidigal', 'Neto', ',', 'sócio', 'de', 'o', 'PVG', 'Advogados', '.']","['PUNCT', 'DET', 'NOUN', 'VERB', 'ADP', 'PRON', 'VERB', 'SCONJ', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']"
DOC000005,SENT014,"Atento a esse movimento , o CBSS já visualiza aprofundar a aproximação com as fintechs .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['Atento', 'a', 'esse', 'movimento', ',', 'o', 'CBSS', 'já', 'visualiza', 'aprofundar', 'a', 'aproximação', 'com', 'as', 'fintechs', '.']","['ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'PROPN', 'ADV', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']"
DOC000005,SENT015,"Em um primeiro momento , as conversas envolvem proposta de remuneração mais atrativa , em a qual o banco pode repassar a as parceiras mais de o que apenas um valor por a originação de negócios .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,offer,DOC000005,"['Em', 'um', 'primeiro', 'momento', ',', 'as', 'conversas', 'envolvem', 'proposta', 'de', 'remuneração', 'mais', 'atrativa', ',', 'em', 'a', 'qual', 'o', 'banco', 'pode', 'repassar', 'a', 'as', 'parceiras', 'mais', 'de', 'o', 'que', 'apenas', 'um', 'valor', 'por', 'a', 'originação', 'de', 'negócios', '.']","['ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADJ', 'PUNCT', 'ADP', 'PRON', 'PRON', 'DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV', 'ADP', 'PRON', 'PRON', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']"
DOC000005,SENT016,Mas com por o menos uma de elas as conversas já evoluíram para participação societária .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['Mas', 'com', 'por', 'o', 'menos', 'uma', 'de', 'elas', 'as', 'conversas', 'já', 'evoluíram', 'para', 'participação', 'societária', '.']","['CCONJ', 'ADP', 'ADP', 'DET', 'NOUN', 'NUM', 'ADP', 'PRON', 'DET', 'NOUN', 'ADV', 'VERB', 'ADP', 'NOUN', 'ADJ', 'PUNCT']"
DOC000005,SENT017,""" Estamos em negociações finais para sermos sócios de uma de elas ( fintech ) "" , disse Giovane , sem dar mais detalhes .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,address offer,DOC000005,"['""', 'Estamos', 'em', 'negociações', 'finais', 'para', 'sermos', 'sócios', 'de', 'uma', 'de', 'elas', '(', 'fintech', ')', '""', ',', 'disse', 'Giovane', ',', 'sem', 'dar', 'mais', 'detalhes', '.']","['PUNCT', 'AUX', 'ADP', 'NOUN', 'ADJ', 'ADP', 'AUX', 'NOUN', 'ADP', 'NUM', 'ADP', 'PRON', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT', 'PUNCT', 'VERB', 'PROPN', 'PUNCT', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT']"
DOC000005,SENT018,"A entrada de o CBSS em o crédito digital é motivada , de entre outros fatores , por o interesse de os sócios em acelerar a rentabilização de o negócio , disse o executivo .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['A', 'entrada', 'de', 'o', 'CBSS', 'em', 'o', 'crédito', 'digital', 'é', 'motivada', ',', 'de', 'entre', 'outros', 'fatores', ',', 'por', 'o', 'interesse', 'de', 'os', 'sócios', 'em', 'acelerar', 'a', 'rentabilização', 'de', 'o', 'negócio', ',', 'disse', 'o', 'executivo', '.']","['DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADJ', 'AUX', 'VERB', 'PUNCT', 'ADP', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT']"
DOC000005,SENT020,"Essa plataforma começa a operar ainda este mês um marketplace , inclusive com produtos como os de a Apple Store .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,promise,DOC000005,"['Essa', 'plataforma', 'começa', 'a', 'operar', 'ainda', 'este', 'mês', 'um', 'marketplace', ',', 'inclusive', 'com', 'produtos', 'como', 'os', 'de', 'a', 'Apple', 'Store', '.']","['DET', 'NOUN', 'VERB', 'ADP', 'VERB', 'ADV', 'DET', 'NOUN', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'NOUN', 'ADP', 'PRON', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']"
DOC000005,SENT021,"A partir de novembro , a Digio incluirá oferta de crédito pessoal .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,promise,DOC000005,"['A', 'partir', 'de', 'novembro', ',', 'a', 'Digio', 'incluirá', 'oferta', 'de', 'crédito', 'pessoal', '.']","['ADP', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'DET', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']"
DOC000005,SENT022,Todas essas frentes consumiram investimentos que levam mais tempo para dar retorno .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['Todas', 'essas', 'frentes', 'consumiram', 'investimentos', 'que', 'levam', 'mais', 'tempo', 'para', 'dar', 'retorno', '.']","['DET', 'DET', 'NOUN', 'VERB', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT']"
DOC000005,SENT023,"O banco , que tinha patrimônio de R$ 410 milhões em junho , já opera em o azul desde o mês passado , mas o plano é começar a ter lucro .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['O', 'banco', ',', 'que', 'tinha', 'patrimônio', 'de', 'R$', '410', 'milhões', 'em', 'junho', ',', 'já', 'opera', 'em', 'o', 'azul', 'desde', 'o', 'mês', 'passado', ',', 'mas', 'o', 'plano', 'é', 'começar', 'a', 'ter', 'lucro', '.']","['DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'ADP', 'SYM', 'NUM', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'VERB', 'NOUN', 'PUNCT']"
DOC000005,SENT024,""" As parcerias com as fintechs em o crédito são um negócio que permite retorno quase imediato "" , disse Giovane .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['""', 'As', 'parcerias', 'com', 'as', 'fintechs', 'em', 'o', 'crédito', 'são', 'um', 'negócio', 'que', 'permite', 'retorno', 'quase', 'imediato', '""', ',', 'disse', 'Giovane', '.']","['PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADV', 'ADJ', 'PUNCT', 'PUNCT', 'VERB', 'PROPN', 'PUNCT']"
DOC000005,SENT025,CBSS inicia acordos com fintechs e quer 30% de o crédito digital em 2018 .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['CBSS', 'inicia', 'acordos', 'com', 'fintechs', 'e', 'quer', '30', '%', 'de', 'o', 'crédito', 'digital', 'em', '2018', '.']","['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'NUM', 'SYM', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NUM', 'PUNCT']"
DOC000006,SENT003,O sumiço de Maldonado se transformou em um de os temas de a campanha para as eleições legislativas que ocorrem em o próximo dia 22 .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000006,"['O', 'sumiço', 'de', 'Maldonado', 'se', 'transformou', 'em', 'um', 'de', 'os', 'temas', 'de', 'a', 'campanha', 'para', 'as', 'eleições', 'legislativas', 'que', 'ocorrem', 'em', 'o', 'próximo', 'dia', '22', '.']","['DET', 'NOUN', 'ADP', 'PROPN', 'PRON', 'VERB', 'ADP', 'NUM', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PRON', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'NUM', 'PUNCT']"
