dialogue_id,sentence_id,sentences,tipo dimensão multi,Dimensão multi,função multi,revisado,tipo dimensão,Dimensão,função,Unnamed: 10,possivel tag,dialogue_id.1,tokens,pos,pos_id,label
DOC000005,SENT004,"A primeira parceria é com a Bom Pra Crédito , marketplace em o qual cerca de 500 mil interessados em tomar empréstimo pessoal submetem todo mês pedidos que são distribuídos para cerca de 25 bancos oferecerem propostas .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['A', 'primeira', 'parceria', 'é', 'com', 'a', 'Bom', 'Pra', 'Crédito', ',', 'marketplace', 'em', 'o', 'qual', 'cerca', 'de', '500', 'mil', 'interessados', 'em', 'tomar', 'empréstimo', 'pessoal', 'submetem', 'todo', 'mês', 'pedidos', 'que', 'são', 'distribuídos', 'para', 'cerca', 'de', '25', 'bancos', 'oferecerem', 'propostas', '.']","['DET', 'ADJ', 'NOUN', 'AUX', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'PRON', 'PRON', 'ADV', 'ADP', 'NUM', 'NUM', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADP', 'ADV', 'ADP', 'NUM', 'NOUN', 'VERB', 'NOUN', 'PUNCT']","[6, 4, 7, 3, 10, 6, 9, 9, 9, 5, 7, 10, 0, 0, 8, 10, 13, 13, 7, 10, 1, 7, 4, 1, 6, 7, 7, 0, 3, 1, 10, 8, 10, 13, 7, 1, 7, 5]",2
DOC000005,SENT005,"Além de esse acordo , já em andamento , negociações estão em curso com outras quatro fintechs especializadas em crédito : Guia Bolso , Lendico , Finanzero e Wecash , previstas para estarem operacionais ainda em 2017 .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['Além', 'de', 'esse', 'acordo', ',', 'já', 'em', 'andamento', ',', 'negociações', 'estão', 'em', 'curso', 'com', 'outras', 'quatro', 'fintechs', 'especializadas', 'em', 'crédito', ':', 'Guia', 'Bolso', ',', 'Lendico', ',', 'Finanzero', 'e', 'Wecash', ',', 'previstas', 'para', 'estarem', 'operacionais', 'ainda', 'em', '2017', '.']","['ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'AUX', 'ADP', 'NOUN', 'ADP', 'DET', 'NUM', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'VERB', 'ADP', 'AUX', 'ADJ', 'ADV', 'ADP', 'NUM', 'PUNCT']","[8, 10, 6, 7, 5, 8, 10, 7, 5, 7, 3, 10, 7, 10, 6, 13, 7, 1, 10, 7, 5, 9, 9, 5, 9, 5, 9, 12, 9, 5, 1, 10, 3, 4, 8, 10, 13, 5]",2
DOC000005,SENT006,"O movimento marca a primeira aproximação operacional , mesmo que de forma indireta , de grandes bancos com fintechs , que em os últimos dois anos emergiram como potenciais rivais em o crédito pessoal , a o oferecerem taxas de juros muito menores de o que as praticadas em o sistema financeiro .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['O', 'movimento', 'marca', 'a', 'primeira', 'aproximação', 'operacional', ',', 'mesmo', 'que', 'de', 'forma', 'indireta', ',', 'de', 'grandes', 'bancos', 'com', 'fintechs', ',', 'que', 'em', 'os', 'últimos', 'dois', 'anos', 'emergiram', 'como', 'potenciais', 'rivais', 'em', 'o', 'crédito', 'pessoal', ',', 'a', 'o', 'oferecerem', 'taxas', 'de', 'juros', 'muito', 'menores', 'de', 'o', 'que', 'as', 'praticadas', 'em', 'o', 'sistema', 'financeiro', '.']","['DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADJ', 'PUNCT', 'ADV', 'SCONJ', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'ADP', 'DET', 'ADJ', 'NUM', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADJ', 'ADP', 'PRON', 'PRON', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","[6, 7, 1, 6, 4, 7, 4, 5, 8, 2, 10, 7, 4, 5, 10, 4, 7, 10, 7, 5, 0, 10, 6, 4, 13, 7, 1, 10, 4, 7, 10, 6, 7, 4, 5, 10, 6, 1, 7, 10, 7, 8, 4, 10, 0, 0, 0, 1, 10, 6, 7, 4, 5]",2
DOC000005,SENT007,"Segundo o presidente de a Bom Pra Crédito , Ricardo Kalichsztein , ser parceiro é melhor .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['Segundo', 'o', 'presidente', 'de', 'a', 'Bom', 'Pra', 'Crédito', ',', 'Ricardo', 'Kalichsztein', ',', 'ser', 'parceiro', 'é', 'melhor', '.']","['ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'AUX', 'NOUN', 'AUX', 'ADJ', 'PUNCT']","[10, 6, 7, 10, 6, 9, 9, 9, 5, 9, 9, 5, 3, 7, 3, 4, 5]",2
DOC000005,SENT008,"CBSS , em o caso , oferecerá empréstimos pessoais sem garantia com taxas a partir de 3,9 % a o mês .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,offer,DOC000005,"['CBSS', ',', 'em', 'o', 'caso', ',', 'oferecerá', 'empréstimos', 'pessoais', 'sem', 'garantia', 'com', 'taxas', 'a', 'partir', 'de', '3,9', '%', 'a', 'o', 'mês', '.']","['PROPN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'ADP', 'NUM', 'SYM', 'ADP', 'DET', 'NOUN', 'PUNCT']","[9, 5, 10, 6, 7, 5, 1, 7, 4, 10, 7, 10, 7, 10, 1, 10, 13, 14, 10, 6, 7, 5]",2
DOC000005,SENT009,"A taxa média de o sistema financeiro foi de 7,2 % a o mês , segundo dados de o Banco Central referentes a agosto .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['A', 'taxa', 'média', 'de', 'o', 'sistema', 'financeiro', 'foi', 'de', '7,2', '%', 'a', 'o', 'mês', ',', 'segundo', 'dados', 'de', 'o', 'Banco', 'Central', 'referentes', 'a', 'agosto', '.']","['DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'AUX', 'ADP', 'NUM', 'SYM', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADJ', 'ADP', 'NOUN', 'PUNCT']","[6, 7, 4, 10, 6, 7, 4, 3, 10, 13, 14, 10, 6, 7, 5, 10, 7, 10, 6, 9, 9, 4, 10, 7, 5]",2
DOC000005,SENT010,A iniciativa acontece em meio a uma audiência pública aberta por o Banco Central para regulamentar a atuação de as plataformas digitais de crédito .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['A', 'iniciativa', 'acontece', 'em', 'meio', 'a', 'uma', 'audiência', 'pública', 'aberta', 'por', 'o', 'Banco', 'Central', 'para', 'regulamentar', 'a', 'atuação', 'de', 'as', 'plataformas', 'digitais', 'de', 'crédito', '.']","['DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT']","[6, 7, 1, 10, 7, 10, 6, 7, 4, 1, 10, 6, 9, 9, 10, 1, 6, 7, 10, 6, 7, 4, 10, 7, 5]",2
DOC000005,SENT011,"A proposta de o BC é classificar essas fintechs em duas categorias , a que empresta com capital de os próprios acionistas e a que conecta investidores a tomadores de recursos , prática conhecida como peer to peer lending .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,offer,DOC000005,"['A', 'proposta', 'de', 'o', 'BC', 'é', 'classificar', 'essas', 'fintechs', 'em', 'duas', 'categorias', ',', 'a', 'que', 'empresta', 'com', 'capital', 'de', 'os', 'próprios', 'acionistas', 'e', 'a', 'que', 'conecta', 'investidores', 'a', 'tomadores', 'de', 'recursos', ',', 'prática', 'conhecida', 'como', 'peer', 'to', 'peer', 'lending', '.']","['DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'PRON', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'DET', 'NOUN', 'CCONJ', 'PRON', 'PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'ADP', 'X', 'X', 'X', 'X', 'PUNCT']","[6, 7, 10, 6, 9, 3, 1, 6, 7, 10, 13, 7, 5, 0, 0, 1, 10, 7, 10, 6, 6, 7, 12, 0, 0, 1, 7, 10, 7, 10, 7, 5, 7, 1, 10, 15, 15, 15, 15, 5]",2
DOC000005,SENT013,""" As fintechs começarão a se perguntar se vale a pena virar banco "" , disse Rubens Vidigal Neto , sócio de o PVG Advogados .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,question,DOC000005,"['""', 'As', 'fintechs', 'começarão', 'a', 'se', 'perguntar', 'se', 'vale', 'a', 'pena', 'virar', 'banco', '""', ',', 'disse', 'Rubens', 'Vidigal', 'Neto', ',', 'sócio', 'de', 'o', 'PVG', 'Advogados', '.']","['PUNCT', 'DET', 'NOUN', 'VERB', 'ADP', 'PRON', 'VERB', 'SCONJ', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","[5, 6, 7, 1, 10, 0, 1, 2, 1, 6, 7, 1, 7, 5, 5, 1, 9, 9, 9, 5, 7, 10, 6, 9, 9, 5]",2
DOC000005,SENT014,"Atento a esse movimento , o CBSS já visualiza aprofundar a aproximação com as fintechs .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['Atento', 'a', 'esse', 'movimento', ',', 'o', 'CBSS', 'já', 'visualiza', 'aprofundar', 'a', 'aproximação', 'com', 'as', 'fintechs', '.']","['ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'PROPN', 'ADV', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[4, 10, 6, 7, 5, 6, 9, 8, 1, 1, 6, 7, 10, 6, 7, 5]",2
DOC000005,SENT015,"Em um primeiro momento , as conversas envolvem proposta de remuneração mais atrativa , em a qual o banco pode repassar a as parceiras mais de o que apenas um valor por a originação de negócios .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,offer,DOC000005,"['Em', 'um', 'primeiro', 'momento', ',', 'as', 'conversas', 'envolvem', 'proposta', 'de', 'remuneração', 'mais', 'atrativa', ',', 'em', 'a', 'qual', 'o', 'banco', 'pode', 'repassar', 'a', 'as', 'parceiras', 'mais', 'de', 'o', 'que', 'apenas', 'um', 'valor', 'por', 'a', 'originação', 'de', 'negócios', '.']","['ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADJ', 'PUNCT', 'ADP', 'PRON', 'PRON', 'DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV', 'ADP', 'PRON', 'PRON', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[10, 6, 4, 7, 5, 6, 7, 1, 7, 10, 7, 8, 4, 5, 10, 0, 0, 6, 7, 1, 1, 10, 6, 7, 8, 10, 0, 0, 8, 6, 7, 10, 6, 7, 10, 7, 5]",2
DOC000005,SENT016,Mas com por o menos uma de elas as conversas já evoluíram para participação societária .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['Mas', 'com', 'por', 'o', 'menos', 'uma', 'de', 'elas', 'as', 'conversas', 'já', 'evoluíram', 'para', 'participação', 'societária', '.']","['CCONJ', 'ADP', 'ADP', 'DET', 'NOUN', 'NUM', 'ADP', 'PRON', 'DET', 'NOUN', 'ADV', 'VERB', 'ADP', 'NOUN', 'ADJ', 'PUNCT']","[12, 10, 10, 6, 7, 13, 10, 0, 6, 7, 8, 1, 10, 7, 4, 5]",2
DOC000005,SENT017,""" Estamos em negociações finais para sermos sócios de uma de elas ( fintech ) "" , disse Giovane , sem dar mais detalhes .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,address offer,DOC000005,"['""', 'Estamos', 'em', 'negociações', 'finais', 'para', 'sermos', 'sócios', 'de', 'uma', 'de', 'elas', '(', 'fintech', ')', '""', ',', 'disse', 'Giovane', ',', 'sem', 'dar', 'mais', 'detalhes', '.']","['PUNCT', 'AUX', 'ADP', 'NOUN', 'ADJ', 'ADP', 'AUX', 'NOUN', 'ADP', 'NUM', 'ADP', 'PRON', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT', 'PUNCT', 'VERB', 'PROPN', 'PUNCT', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT']","[5, 3, 10, 7, 4, 10, 3, 7, 10, 13, 10, 0, 5, 7, 5, 5, 5, 1, 9, 5, 10, 1, 6, 7, 5]",2
DOC000005,SENT018,"A entrada de o CBSS em o crédito digital é motivada , de entre outros fatores , por o interesse de os sócios em acelerar a rentabilização de o negócio , disse o executivo .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000005,"['A', 'entrada', 'de', 'o', 'CBSS', 'em', 'o', 'crédito', 'digital', 'é', 'motivada', ',', 'de', 'entre', 'outros', 'fatores', ',', 'por', 'o', 'interesse', 'de', 'os', 'sócios', 'em', 'acelerar', 'a', 'rentabilização', 'de', 'o', 'negócio', ',', 'disse', 'o', 'executivo', '.']","['DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADJ', 'AUX', 'VERB', 'PUNCT', 'ADP', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT']","[6, 7, 10, 6, 9, 10, 6, 7, 4, 3, 1, 5, 10, 10, 6, 7, 5, 10, 6, 7, 10, 6, 7, 10, 1, 6, 7, 10, 6, 7, 5, 1, 6, 7, 5]",2
DOC000005,SENT020,"Essa plataforma começa a operar ainda este mês um marketplace , inclusive com produtos como os de a Apple Store .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,promise,DOC000005,"['Essa', 'plataforma', 'começa', 'a', 'operar', 'ainda', 'este', 'mês', 'um', 'marketplace', ',', 'inclusive', 'com', 'produtos', 'como', 'os', 'de', 'a', 'Apple', 'Store', '.']","['DET', 'NOUN', 'VERB', 'ADP', 'VERB', 'ADV', 'DET', 'NOUN', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'NOUN', 'ADP', 'PRON', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","[6, 7, 1, 10, 1, 8, 6, 7, 6, 7, 5, 8, 10, 7, 10, 0, 10, 6, 9, 9, 5]",2
